,comment
6269,Serene environment with good customer service. Their facilities are not top of the art but they do have a child friendly environment.
6270,nan
6271,nan
6272,They need to improve on their catering services
6273,Cool place
6274,nan
6275,Nice place  to be
6276,Was very comfortable there
6277,nan
6278,Not Not at all
6279,Aknac hotel is a beautiful hotel located in Accra few meters away from the Islamic University. The hotel is located in a serene environment with a calm environment.
6280,nan
6281,Great place for relaxation
6282,nan
6283,nan
6284,Good
6285,nan
6286,Good and condussive environment
6287,"I had fun  here.
Their pool was clean and their service was prompt"
6288,nan
6289,Great
6290,It has deteriorated
6291,nan
6292,nan
6293,nan
6294,nan
6295,nan
6296,"Welcoming, refreshing and friendly atmosphere and service"
6297,nan
6298,Not yet
6299,I'm having issue so please check and do something for me it went directly made two different places mean was maybe I'm going to get location Bonnie was taking me to different place check and do it for me
6300,nan
6301,nan
6302,The hotel staff have good service and a nice smile
6303,Very  interesting  place to be
6304,nan
6305,nan
6306,nan
6307,nan
6308,Needs renovation works.
6309,Nice place
6310,nan
6311,Cool
6312,Needs serious improvement in human resource
6313,nan
6314,Serene hotel environment
6315,Very peaceful environment
6316,A beautiful hotel with nice customer service
6317,This is NOT the Coconut Grove Regency Hotel. The Regency is in North Ridge. Google Coconut Grove head office and you will get the right location. It is behind Ghana Immigration
6318,nan
6319,nan
6320,nan
6321,They have good and clean environment and nice rooms and nature-like environment and fresh air.
6322,nan
6323,Nice place
6324,nan
6325,Intercity travels
6326,Nice place
6327,nan
6328,Nice
6329,nan
6330,nan
6331,Nice food and conference centre.
6332,"Amazing hotel, lovely place"
6333,nan
6334,Is very nice and cool place
6335,nan
6336,They have very nice rooms and good food
6337,One of the best and most hospitable hotels in East Legon
6338,nan
6339,nan
6340,nan
6341,nan
6342,nan
6343,nan
6344,nan
6345,nan
6346,nan
6347,Wonderful customer service
6348,nan
6349,nan
6350,"Conference was 100% successful with a lot of assistance from the staff and loads of food for everyone. The manager, Richard was communicative and gave a one night accommodation discount for one attendee. The receptionist is my favorite person but unfortunately I didn’t ask for her name, she was very communicative and kept in touch until the conference day."
6351,nan
6352,nan
6353,nan
6354,nan
6355,nan
6356,"A very nice place, but needs vibrant management supervision energy"
6357,nan
6358,nan
6359,nan
6360,nan
6361,nan
6362,nan
6363,Nice serene environment.
6364,"Very clean, polite staff. Very accessible. About 15 minutes drive from the kotoka international airport without traffic. Also very accessible and secured and affordable. You should visit for a povely night"
6365,"The hotel is in a calm neighborhood. It has very clean spaces. The facility is moderately priced but value for money is not fully realised especially with the breakfast that we were not given a chance to choose or say what would work for us. They only brought breakfast and we were supposed to just accept it.

The rooms are air conditioned and offer a quiet place to sleep.

The rooms have a safe and fridge.

We were not given complimentary water even though they stated this was part of the package.

The wifi is very good at all places in the hotel.

There is free on site parking that is secure.

There is a good conference facility though we did not use it.

The TV are very big, great movies available.

The menu in the rooms did not tally with the one at the cafeteria, confirm on prices before ordering."
6366,nan
6367,Better than several so-called highly rated hotels I have been to. The rooms are lovely.
6368,"The rooms are spacious and comfortable. Location might be tricky though.
Food there..not bad but can be improved. Convenient for hosting training workshops and board meetings. Small Parking space but good security!"
6369,Awesome place. Loved their service
6370,nan
6371,nan
6372,nan
6373,nan
6374,Absolutely inviting
6375,"Serene atmosphere, the kind of peace and calm a man needs to hear himself think. The rooms are mostly spacious and well equipped for a good stay. Nice ambience for the most part, giving you reason enough to take the weekend off to rest at a home away from home."
6376,nan
6377,Had a wonderful stay there
6378,nan
6379,Their conference facilities are okay. Food and Snacks served during coffee break and lunch must be varied. There isn't much to choose from.
6380,nan
6381,"I love the privacy i had, and the workers were very decent and respectful"
6382,nan
6383,nan
6384,nan
6385,nan
6386,nan
6387,nan
6388,nan
6389,nan
6390,nan
6391,Nice place with a serene environment just by the road side
6392,nan
6393,nan
6394,"The food,band 🎵🎶🎶 super 👌👌 anytime around Accra please do visit"
6395,Descent
6396,nan
6397,A very nice place to rest
6398,nan
6399,nan
6400,"Surrounding and rooms are very neat until you get to the conference room, the washroom in there is broken and there were no toiletries until it was requested besides the pool looks green and it's not the best"
6401,A very relaxing ambiance still full of vibe
6402,nan
6403,nan
6404,nan
6405,Poor services yet expensive
6406,nan
6407,J'apprécie vraiment cette station: elle donne gratuitement de l'eau fraîche aux clients qui viennent acheter.
6408,nan
6409,Piscine pas bien entretenu sanitaire pas propre
6410,The place is cozy and inviting
6411,very nice location.. but there's more room for improvement
6412,nan
6413,nan
6414,nan
6415,This is a nice place to visit
6416,An amazing place to lodge
6417,nan
6418,nan
6419,5star for this hotel
6420,nan
6421,"The place is very nice  and a decent place to have fun, lodge and eat good food"
6422,nan
6423,nan
6424,nan
6425,nan
6426,nan
6427,nan
6428,nan
6429,nan
6430,Good morning 🌄🌅 you
6431,nan
6432,Perfect place to be their food  are nice and the pizza  is 😘😘😘😘😘
6433,nan
6434,"It is worth the money.  Great breakfast.  Nice seafood restaurant on site.  Staff is very nice and helpful.  My only issue is that the rooms are not modern-day. But the pool and yard are well maintained.  PS, there is no beach access."
6435,nan
6436,Je ne suis allé qu’à la piscine genial endroit très propre personnel niquel 👍🏼👌
6437,nan
6438,nan
6439,nan
6440,Nice hotel
6441,nan
6442,nan
6443,Not recommend
6444,Nice place
6445,"One of the best hotels in Accra. Rooms overlooking the Atlantic Ocean, neat swimming pool, 15min drive from the International Airport and wonderful staff"
6446,nan
6447,nan
6448,"Lage sehr schön, direkt am Strand. Preise in gehobenen Bereich."
6449,nan
6450,nan
6451,nan
6452,👌🏾
6453,A beachfront resort with a perfect blend of nature at its peak. Its peaceful and highly recommended for a perfect and quiet getaway.
6454,nan
6455,Quite place and I enjoy they're food.
6456,nan
6457,Excellent
6458,"It was a wonderful experience
the staff are professional"
6459,Nice trip to a good beach
